Protein_A,Protein_B,label
Q9H9Z2,Q9Y4F3,0
P10155,P84103,1
Q7Z2W4,Q96K80,1
P26651,Q15365,0
Q96K80,Q9BYG3,1
P21399,Q07955,0
Q15397,Q9BYG3,1
Q7Z2W4,Q9H9Z2,1
Q07955,Q9BYG3,1
Q969L4,Q9NR90,0
P10155,Q92945,0
Q7Z2W4,Q9BYG3,1
Q8N5P1,Q9H9Z2,1
Q9NQS3,Q9NWB1,0
O75152,Q14151,1
P48200,Q6ZN04,0
P41214,Q8N6W0,0
P08621,Q13243,0
Q05519,Q8WXF0,1
Q15397,Q9BWF3,1
P60484,Q13243,0
Q07955,Q8N5P1,1
P48200,Q86V81,1
O75152,Q8IWZ8,0
P57052,Q4VXU2,0
Q13243,Q96K80,1
Q7Z2W4,Q9H9Z2,1
Q13242,Q7Z2T5,0
Q08170,Q96K80,1
Q13243,Q9BYG3,1
Q7Z2W4,Q9BYG3,1
Q969L4,Q9H0L4,0
Q8N5P1,Q9NXG2,1
P84103,Q08170,1
Q07955,Q7Z2W4,1
Q8N5P1,Q9NXG2,1
Q13243,Q15397,1
A6NDE4,Q96K80,0
Q16600,Q4VXU2,0
Q15397,Q7Z2W4,1
Q07955,Q7Z2W4,1
Q7Z2W4,Q9H9Z2,1
Q05519,Q08170,1
Q13243,Q9BYG3,1
P41214,Q96PK6,0
Q15397,Q7Z2W4,1
P79522,Q8N5P1,1
O60812,O75152,1
P48200,Q9H9Z2,1
P10155,Q8N6W0,0
Q08170,Q96K80,1
P04406,Q7Z2T5,0
Q08170,Q9Y2T7,1
O95319,Q8WVV9,0
Q07955,Q8N5P1,1
Q07955,Q9BYG3,1
Q15397,Q7Z2W4,1
P63162,Q8N6W0,0
Q15397,Q9H9Z2,1
Q96K80,Q9BYG3,1
P09651,Q13247,0
Q9BYG3,Q9H9Z2,1
Q07955,Q15397,1
P0DJD3,Q8WU68,0
Q96QC0,Q9UPN6,0
Q13243,Q96K80,1
Q13064,Q86TM3,0
Q96K80,Q9H9Z2,0
Q08170,Q9Y2T7,1
Q08170,Q96K80,1
Q9BYG3,Q9Y2T7,1
Q8N5P1,Q9H9Z2,1
Q53GL7,Q86SG3,0
Q13243,Q96K80,1
P60484,Q9NR90,0
P48200,Q13117,0
P10155,P84103,1
Q05519,Q08170,1
Q8IWZ8,Q9Y4F3,0
A6NDE4,Q92945,0
Q5SZQ8,Q6ZN04,0
Q15397,Q9H9Z2,1
O15042,Q96PK6,0
Q15397,Q7Z2W4,1
Q15397,Q9BYG3,1
O14979,Q13243,0
O14979,Q9BX46,0
P55795,Q5SZQ8,0
Q13243,Q7Z2W4,1
P79522,Q8N5P1,1
Q13247,Q96K80,0
P79522,Q8N5P1,1
Q08170,Q9Y2T7,1
O14979,Q9UNW9,0
P79522,Q8N5P1,1
P08621,P09012,1
P0DJD3,Q9UPT8,0
P0DJD3,Q14493,0
Q07955,Q15397,1
Q13243,Q9H9Z2,1
Q15397,Q96K80,1
Q07955,Q8N5P1,1
Q15397,Q96K80,1
Q08170,Q96K80,1
Q13243,Q4VXU2,0
Q01130,Q8WU68,0
Q15415,Q9BTD8,0
P48200,Q86V81,1
Q16587,Q86U42,0
Q07955,Q8N5P1,1
O14979,P08621,0
P08621,Q8WXF0,1
P08621,P09012,1
P08621,Q9GZT3,0
Q8N5P1,Q9NXG2,1
Q8IX01,Q9UPS6,0
Q05519,Q8WXF0,1
Q15397,Q9BWF3,1
Q15397,Q9BYG3,1
Q07955,Q7Z2W4,1
P84103,Q15397,1
P08621,P09012,1
O95104,P04406,0
Q05519,Q9H9Z2,0
Q08170,Q13243,1
Q15397,Q86U42,0
Q08170,Q8WXF0,1
O60812,O75152,1
Q15397,Q9BYG3,1
P10155,P84103,1
Q16587,Q8WVV9,0
Q15397,Q9BYG3,1
P79522,Q8N5P1,1
P57052,Q9BRL6,0
O14979,Q5SZQ8,0
Q07955,Q9BYG3,1
O60812,P08621,0
P79522,Q7Z2W4,1
Q12872,Q16600,0
Q7Z2W4,Q96K80,1
Q13243,Q15397,1
Q13243,Q15397,1
O60812,Q96K80,1
P09012,Q86SG3,0
Q92945,Q96J87,0
Q9BYG3,Q9Y2T7,1
P84103,Q9BYG3,0
P55795,Q9BTD8,0
O95104,P0DJD3,0
O43251,Q9H0L4,0
Q13247,Q9H0L4,0
Q9H9Z2,Q9NXG2,1
P48200,Q86U42,0
Q7Z2W4,Q9BYG3,1
Q7Z2W4,Q9H9Z2,1
Q53GL7,Q9BYG3,0
Q9BZC1,Q9UPN6,0
Q8WXF0,Q9H9Z2,1
O14979,Q16587,0
Q13243,Q96K80,1
Q13243,Q9H9Z2,1
Q13242,Q86U42,0
Q9H9Z2,Q9NXG2,1
Q15397,Q9BYG3,1
Q9BX46,Q9BZC1,0
Q14493,Q8N5P1,0
Q9BYG3,Q9H9Z2,1
Q92879,Q96K80,0
O14979,P21399,0
P79522,Q7Z2W4,1
Q7Z2W4,Q96K80,1
P79522,Q7Z2W4,1
Q8WXF0,Q9H9Z2,1
Q13243,Q9H9Z2,1
Q15397,Q7Z2W4,1
Q07955,Q8N5P1,1
O60812,Q53GL7,0
O75494,Q969L4,0
Q9H9Z2,Q9NXG2,1
Q08170,Q13243,1
Q08170,Q8WXF0,1
Q07955,Q7Z2W4,1
O43251,Q14493,0
P84103,Q92945,0
P48200,Q9NR90,0
O75494,O95319,0
P48200,Q86V81,1
O15047,Q13064,0
O15042,P0DJD3,0
Q13242,Q9BZC1,0
O15541,O60812,0
Q8IX01,Q9GZT3,0
Q86TM3,Q9UNW9,0
Q05519,Q13242,1
Q13247,Q7Z2W4,0
Q15415,Q92945,0
P79522,Q96PK6,0
Q92945,Q96PK6,0
O43251,Q16629,0
O75152,P84103,1
O14979,Q92879,0
O75152,Q14151,1
P09651,P26368,0
P09651,Q16629,0
Q4VXU2,Q9BZC1,0
O14979,P0DJD3,0
A6NDE4,Q01130,0
Q13243,Q7Z2W4,1
P57052,Q05519,0
O60812,Q16629,0
P63162,Q15397,0
Q86SG3,Q9NXG2,0
Q96PK6,Q9UPS6,0
P41214,Q16587,0
Q7Z2W4,Q96K80,1
O75152,Q14151,1
Q08170,Q13243,1
Q08170,Q8WXF0,1
O95104,Q9H0J9,0
O15504,Q9NQZ3,0
O95218,Q86V81,0
Q07955,Q9BYG3,1
Q53GL7,Q9NR90,0
Q07955,Q15397,1
P84103,Q8WXF0,1
O75494,Q86U06,0
Q13064,Q9H9Z2,0
Q8N5P1,Q9H9Z2,1
Q08170,Q96K80,1
Q15397,Q9BWF3,1
P63162,Q86TM3,0
P09012,P57052,0
O95104,Q13242,0
P08621,Q5SZQ8,0
Q13243,Q8WXF0,0
Q9BRA0,Q9BX46,0
P10155,P84103,1
O75494,Q13247,0
Q08170,Q8WXF0,1
P63162,Q9Y2T7,0
Q8WXF0,Q9H9Z2,1
P79522,Q8N5P1,1
Q13243,Q9BYG3,1
A6NDE4,P55795,0
Q9GZT3,Q9NR90,0
Q9BYG3,Q9Y2T7,1
O75152,Q86SG3,0
O43251,P63162,0
Q07955,Q9BYG3,1
Q05519,Q08170,1
Q05519,Q8WXF0,1
P09012,P63162,1
Q13243,Q9H9Z2,1
Q15397,Q96K80,1
Q8N5P1,Q9H9Z2,1
O75152,P84103,1
Q7Z2W4,Q9H9Z2,1
Q96K80,Q9BYG3,1
O75152,P84103,1
Q7Z2W4,Q9BYG3,1
Q08170,Q96K80,1
P08621,P63162,1
Q07955,Q13243,1
P48200,Q9H9Z2,1
Q05519,Q15397,0
Q08170,Q96K80,1
Q08170,Q13243,1
Q4VXU2,Q8WXF0,0
Q7Z2W4,Q96K80,1
P26368,Q7Z2T5,0
P52597,P84103,0
P08621,P09012,1
Q07955,Q13243,1
P10155,Q86U06,0
Q16587,Q5SZQ8,0
Q01130,Q9UPT8,0
Q05519,Q8WXF0,1
Q13243,Q13247,0
P08621,Q8WXF0,1
Q7Z2W4,Q9H9Z2,1
Q6ZN04,Q9NWB1,0
Q7Z2W4,Q96K80,1
Q9BYG3,Q9Y2T7,1
Q8N5P1,Q9H9Z2,1
Q07955,Q15397,1
O14979,Q9GZT3,0
Q15397,Q9BWF3,1
P79522,Q7Z2W4,1
Q9H9Z2,Q9NXG2,1
P08621,Q8WXF0,1
Q13243,Q96K80,1
O95104,Q05519,0
Q07955,Q9BYG3,1
P10155,P84103,1
Q15397,Q9BWF3,1
Q86U06,Q92879,0
Q13243,Q7Z2W4,1
Q08170,Q96K80,1
Q8N5P1,Q9H9Z2,1
Q9H9Z2,Q9NXG2,1
Q08170,Q9Y2T7,1
P08621,P52597,0
Q15397,Q16587,0
Q8IX01,Q96K80,0
Q16629,Q9BZC1,0
Q8N5P1,Q9NXG2,1
Q7Z2W4,Q9H9Z2,1
Q15397,Q9H9Z2,1
O75152,P84103,1
Q08170,Q13243,1
P10155,P84103,1
Q86U06,Q8N5P1,0
P84103,Q15397,1
Q9BYG3,Q9H9Z2,1
Q8WVV9,Q9BRL6,0
Q96K80,Q9BYG3,1
O43251,P21399,0
Q8WXF0,Q9H9Z2,1
Q13243,Q9BYG3,1
P26651,Q8IX01,0
P47974,P55795,0
Q13243,Q53GL7,0
Q6ZN04,Q9GZT3,0
Q9H9Z2,Q9NXG2,1
Q7Z2W4,Q96K80,1
Q15397,Q9BWF3,1
P55795,Q9NR90,0
Q05519,Q13242,1
Q13243,Q15397,1
Q13243,Q96K80,1
Q13242,Q13243,0
Q13243,Q9H9Z2,1
Q13243,Q7Z2W4,1
P48200,Q9H9Z2,1
Q8IX01,Q9BTD8,0
Q08170,Q96K80,1
Q7Z2W4,Q9H9Z2,1
P52597,Q8WXF0,0
Q7Z2W4,Q9BYG3,1
P60484,Q86V81,0
P84103,Q5SZQ8,0
P79522,Q7Z2W4,1
Q8IX01,Q9UPT8,0
Q08170,Q5SZQ8,0
O60812,Q96K80,1
Q7Z2W4,Q8N2M8,0
P08621,Q8WXF0,1
Q8N5P1,Q9NXG2,1
P84103,Q8WXF0,1
A6NDE4,Q9BYG3,0
Q13247,Q9BRA0,0
Q7Z2W4,Q96K80,1
Q14151,Q969L4,0
O60812,Q96K80,1
P84103,Q15397,1
Q969L4,Q9BZC1,0
Q99973,Q9BWF3,0
P41214,Q99973,0
Q96K80,Q9BYG3,1
P84103,Q15397,1
Q07955,Q13243,1
Q96K80,Q9BYG3,1
Q07955,Q16587,0
P08621,P09012,1
Q05519,Q08170,1
O15541,Q08170,0
Q96PK6,Q9BZC1,0
Q13243,Q15397,1
Q13117,Q969L4,0
O15047,Q12872,0
Q13243,Q9H9Z2,1
Q15397,Q7Z2W4,1
Q08170,Q9NR90,0
O15042,Q8IWZ8,0
P48200,Q9H9Z2,1
Q86U06,Q8WU68,0
P84103,Q8WXF0,1
Q9H9Z2,Q9NXG2,1
P47974,Q16600,0
O75152,Q14151,1
Q8WXF0,Q9H9Z2,1
Q13117,Q9NR90,0
Q07955,Q9BYG3,1
Q15397,Q9NQS3,0
Q12872,Q8N6W0,0
Q6ZN04,Q9NR90,0
P79522,Q7Z2W4,1
O60812,Q8N2M8,0
P57052,Q9NQZ3,0
Q7Z2W4,Q9H9Z2,1
P79522,Q8N5P1,1
P10155,Q86SG3,0
Q460N5,Q8N6W0,0
P08621,Q460N5,0
Q7Z2W4,Q9H9Z2,1
Q4VXU2,Q9BTD8,0
Q13243,Q9BYG3,1
Q13243,Q9H9Z2,1
Q13117,Q9UPS6,0
Q01130,Q8N5P1,0
O60812,O75152,1
O60812,Q96K80,1
Q8N5P1,Q9NXG2,1
O15541,Q9H0J9,0
Q08170,Q8WXF0,1
O75152,Q14151,1
Q07955,Q15397,1
Q9BWF3,Q9UNW9,0
Q05519,Q08170,1
O95319,Q9Y4F3,0
Q8N5P1,Q9Y4F3,0
Q08170,Q9Y2T7,1
Q15397,Q9BYG3,1
Q08170,Q8WXF0,1
P08621,Q8WXF0,1
P41214,Q9BRA0,0
Q86SG3,Q9BRL6,0
Q07955,Q13243,1
Q13243,Q96K80,1
Q8N5P1,Q9Y2T7,1
Q15397,Q9BYG3,1
O15042,P08621,0
Q08170,Q9NQS3,0
Q8N5P1,Q9Y2T7,1
Q7Z2W4,Q9H9Z2,1
Q13243,Q96K80,1
Q15397,Q7Z2W4,1
O15541,P10155,0
Q5SZQ8,Q86U42,0
P52597,Q6ZN04,0
Q07955,Q9BYG3,1
O15042,P10155,0
P09012,P63162,1
O75152,P84103,1
P08621,Q8WXF0,1
O43251,Q13117,0
Q9UPS6,Q9Y2T7,0
O95218,Q16600,0
Q13243,Q15397,1
P48200,Q92945,0
Q8N5P1,Q96K80,0
Q16629,Q6ZN04,0
Q13247,Q9BWF3,0
Q96K80,Q9BWF3,0
Q460N5,Q9BYG3,0
P09012,P63162,1
Q16629,Q96K80,0
Q07955,Q8N5P1,1
Q07955,Q7Z2W4,1
Q08170,Q13243,1
P10155,Q9H0L4,0
Q92879,Q9UPN6,0
O60812,Q96K80,1
Q15397,Q9H9Z2,1
O95758,Q9Y4F3,0
Q07955,Q13243,1
P21399,Q9UPS6,0
Q05519,Q8WXF0,1
Q07955,Q9BYG3,1
Q53GL7,Q9UPS6,0
Q07955,Q15397,1
O60812,O75152,1
Q13243,Q7Z2W4,1
P41214,P84103,0
O43251,Q9NQZ3,0
Q15397,Q9BWF3,1
O75494,Q05519,0
P55795,Q86TM3,0
Q01130,Q14151,0
Q96PK6,Q9UNW9,0
Q14493,Q8N6W0,0
P04406,Q9H9Z2,0
Q6ZN04,Q9UPS6,0
Q16629,Q8WVV9,0
O60812,Q96K80,1
P84103,Q08170,1
O15541,Q9NQS3,0
Q12872,Q8WVV9,0
P48200,Q86V81,1
Q07955,Q8N5P1,1
Q13243,Q9H9Z2,1
Q13243,Q9BYG3,1
P21399,P98179,0
Q460N5,Q9NXG2,0
P48200,Q9H9Z2,1
Q05519,Q08170,1
Q15397,Q9H9Z2,1
O95758,P60484,0
Q15397,Q9BWF3,1
Q13243,Q96K80,1
P55795,Q969L4,0
O60812,Q96K80,1
P08621,Q4VXU2,0
Q15397,Q9BWF3,1
Q08170,Q13243,1
Q05519,Q8WXF0,1
Q92945,Q9BYG3,0
Q08170,Q13247,0
P84103,Q08170,1
Q07955,Q8N5P1,1
P08621,P63162,1
P10155,Q8IX01,0
O95104,Q96PK6,0
Q15397,Q7Z2W4,1
Q05519,Q8N5P1,0
Q96K80,Q9UPS6,0
P63162,Q9NWB1,0
Q9H9Z2,Q9NXG2,1
Q15397,Q9BWF3,1
Q96K80,Q9BYG3,1
Q86TM3,Q9UPS6,0
O75152,Q13064,0
Q16629,Q8WXA9,0
Q9BYG3,Q9H9Z2,1
Q8N5P1,Q96QC0,0
Q15397,Q9BWF3,1
Q8N5P1,Q9BTD8,0
Q15397,Q9H0L4,0
Q86SG3,Q9UPN6,0
P52597,Q9BYG3,0
P26651,Q86U06,0
Q07955,Q7Z2W4,1
O14979,O60812,0
P48200,Q86V81,1
Q16629,Q8N6W0,0
O43251,O60812,0
Q01130,Q9NWB1,0
Q9BYG3,Q9H9Z2,1
Q8N5P1,Q9H9Z2,1
Q7Z2W4,Q96K80,1
Q96J87,Q9NWB1,0
P57052,Q969L4,0
O14979,O95104,0
O15541,Q99973,0
Q53GL7,Q8N5P1,0
O15504,Q8WXA9,0
Q8N5P1,Q9NXG2,1
Q05519,Q13242,1
Q460N5,Q4VXU2,0
Q8N5P1,Q9NXG2,1
Q13064,Q9NXG2,0
Q05519,Q08170,1
O60812,Q96K80,1
Q9H9Z2,Q9NXG2,1
Q7Z2W4,Q9Y4F3,0
Q15365,Q9H9Z2,0
Q13243,Q96K80,1
O75152,Q14151,1
Q08170,Q9Y2T7,1
P84103,Q9UPS6,0
Q460N5,Q86TM3,0
Q9BTD8,Q9UPS6,0
Q8WXA9,Q9H0J9,0
P09012,P63162,1
O60812,O75152,1
P21399,Q9H0L4,0
P48200,Q9H0L4,0
P10155,P84103,1
Q7Z2T5,Q96J87,0
Q05519,Q8WXF0,1
Q8N2M8,Q9NQS3,0
Q7Z2W4,Q9H9Z2,1
Q8WXF0,Q9H9Z2,1
Q9H0J9,Q9H361,0
O95758,P26651,0
Q8IWZ8,Q9BTD8,0
P48200,Q9H9Z2,1
P26651,Q14493,0
Q15397,Q9BYG3,1
Q08170,Q8WXF0,1
P26651,Q86U42,0
O75152,P84103,1
P08621,P63162,1
Q13243,Q9H9Z2,1
Q05519,Q08170,1
Q86SG3,Q96PK6,0
P10155,P84103,1
O15047,O43251,0
Q6ZN04,Q8NDT2,0
O75152,P84103,1
Q15365,Q9NR90,0
Q7Z2W4,Q9H9Z2,1
Q07955,Q7Z2W4,1
O15504,Q8N5P1,0
Q15397,Q96K80,1
O15504,P79522,0
Q08170,Q9Y2T7,1
P84103,Q8WXF0,1
P57052,Q13243,0
P10155,P84103,1
Q9BTD8,Q9UPT8,0
Q08170,Q8WXF0,1
O75152,O95758,0
Q96K80,Q9BYG3,1
P41214,Q8N5P1,0
Q05519,Q08170,1
Q15397,Q9BYG3,1
Q15365,Q96QC0,0
O15541,Q7Z2W4,0
P08621,P63162,1
Q07955,Q15397,1
P48200,Q86V81,1
Q9BRL6,Q9H0J9,0
Q9H0J9,Q9H0L4,0
O60812,Q96K80,1
P09012,Q15365,0
O15047,O75494,0
Q15397,Q96K80,1
Q07955,Q15397,1
Q08170,Q9Y2T7,1
Q15397,Q9H9Z2,1
Q01130,Q8IX01,0
Q8IWZ8,Q9NQS3,0
P08621,P09012,1
Q8N5P1,Q9NXG2,1
Q96K80,Q9BYG3,1
P57052,Q96K80,0
O95319,P09651,0
P08621,P63162,1
O60812,Q96K80,1
O15541,P08621,0
Q07955,Q15397,1
Q86V81,Q8N5P1,0
Q7Z2W4,Q9BYG3,1
P57052,Q15365,0
Q8N2M8,Q9NR90,0
P55795,Q9Y2T7,0
P57052,Q7Z2T5,0
Q13247,Q14493,0
P98179,Q9NQS3,0
A6NDE4,Q9UNW9,0
O75152,Q9NQZ3,0
O75152,P84103,1
Q15397,Q96K80,1
Q7Z2W4,Q96K80,1
O95104,Q86V81,0
Q96K80,Q9NQS3,0
Q7Z2T5,Q8IWZ8,0
Q16629,Q4VXU2,0
O15047,O15504,0
Q08170,Q8WXF0,1
Q9H0J9,Q9H9Z2,0
A6NDE4,Q13242,0
P0DJD3,Q7Z2T5,0
Q13242,Q9BX46,0
P10155,Q8WU68,0
P41214,Q8WXF0,0
Q15397,Q96K80,1
P60484,Q14151,0
Q7Z2W4,Q9BYG3,1
Q8N5P1,Q9NXG2,1
Q16629,Q7Z2W4,0
O95104,P47974,0
P48200,Q99973,0
Q86U42,Q96QC0,0
Q9H9Z2,Q9NXG2,1
O15047,Q8WVV9,0
Q05519,Q13242,1
O75152,Q14151,1
O60812,Q9BWF3,0
P84103,Q8WXF0,1
O95104,Q9BRL6,0
P48200,Q86V81,1
P84103,Q8WXF0,1
Q8WXF0,Q9NWB1,0
O60812,Q96K80,1
Q08170,Q8WXF0,1
P09012,P63162,1
Q7Z2T5,Q92945,0
Q13243,Q7Z2W4,1
O15042,P26651,0
Q4VXU2,Q53GL7,0
O60812,Q08170,0
Q9BYG3,Q9NR90,0
Q4VXU2,Q5SZQ8,0
Q9H0L4,Q9UNW9,0
Q13247,Q96J87,0
P04406,Q9UPN6,0
Q16587,Q9BRA0,0
O95319,O95758,0
Q86SG3,Q9BX46,0
Q15397,Q9BYG3,1
P48200,Q9H9Z2,1
O15042,Q86U42,0
Q12872,Q9BX46,0
Q15397,Q96K80,1
P47974,Q9UPT8,0
P84103,Q08170,1
O60812,Q16587,0
Q07955,Q8N5P1,1
P79522,Q9BX46,0
Q16600,Q8N5P1,0
Q9BYG3,Q9H9Z2,1
Q7Z2W4,Q96K80,1
O15042,Q8WU68,0
P48200,Q86V81,1
Q15397,Q86TM3,0
O95218,P21399,0
O15541,P47974,0
P84103,Q08170,1
Q7Z2W4,Q96K80,1
P48200,Q8WU68,0
Q15397,Q9BYG3,1
P84103,Q08170,1
O95319,Q6ZN04,0
Q86TM3,Q9H0L4,0
P98179,Q9GZT3,0
Q07955,Q9BYG3,1
Q15397,Q7Z2W4,1
Q08170,Q96K80,1
Q07955,Q12872,0
O95758,Q13117,0
Q13243,Q9NWB1,0
P10155,P84103,1
Q86U06,Q8N6W0,0
P84103,Q15397,1
P09012,Q969L4,0
Q7Z2W4,Q9BYG3,1
O60812,O75152,1
Q13243,Q9BYG3,1
O95319,P41214,0
P48200,Q08170,0
Q8N5P1,Q9H9Z2,1
O95104,P10155,0
O95319,Q92879,0
A6NDE4,Q9Y2T7,0
Q8WVV9,Q96J87,0
P08621,P09012,1
O60812,O75152,1
Q13243,Q9BYG3,1
Q96K80,Q9BYG3,1
P84103,Q08170,1
Q8NDT2,Q9BWF3,0
Q08170,Q13243,1
Q86U42,Q9NWB1,0
Q8N6W0,Q92879,0
O95758,P09012,0
Q7Z2W4,Q9BYG3,1
P21399,Q13064,0
Q8WXF0,Q9H9Z2,1
Q05519,Q8WXF0,1
Q15397,Q9BYG3,1
P84103,Q15397,1
Q13243,Q9BYG3,1
Q13064,Q9H0L4,0
Q13243,Q96PK6,0
P98179,Q12872,0
Q01130,Q4VXU2,0
O15047,O15541,0
Q07955,Q7Z2W4,1
Q13243,Q86SG3,0
Q969L4,Q9UPT8,0
Q13247,Q96QC0,0
Q8WXF0,Q9H9Z2,1
O60812,O75152,1
P47974,Q08170,0
Q05519,Q13242,1
Q08170,Q13243,1
Q92879,Q9BWF3,0
Q14151,Q86U06,0
Q08170,Q96K80,1
P08621,Q8WXF0,1
Q15397,Q9BWF3,1
Q7Z2W4,Q9BYG3,1
Q16587,Q9BX46,0
P48200,Q86V81,1
Q13243,Q15397,1
P47974,Q14493,0
Q15397,Q7Z2W4,1
P08621,P55795,0
Q7Z2W4,Q96QC0,0
Q96K80,Q9BYG3,1
Q13243,Q92879,0
Q9UPN6,Q9Y2T7,0
Q9BYG3,Q9H9Z2,1
Q15397,Q9BWF3,1
P48200,Q86V81,1
Q53GL7,Q96QC0,0
P26368,Q13242,0
Q05519,Q13242,1
Q07955,Q15397,1
Q13243,Q9BYG3,1
O95218,P84103,0
O95758,P79522,0
P08621,P09012,1
P47974,Q9NXG2,0
O60812,Q15365,0
Q8NDT2,Q9BTD8,0
Q15397,Q96K80,1
Q9H9Z2,Q9NXG2,1
Q07955,Q8N5P1,1
Q05519,Q8WXF0,1
O60812,Q9H0J9,0
Q7Z2W4,Q9BYG3,1
Q13247,Q9H0J9,0
Q53GL7,Q8IX01,0
Q9BTD8,Q9NQZ3,0
O60812,O75152,1
Q7Z2T5,Q8N5P1,0
P21399,P63162,0
O14979,P55795,0
P84103,Q08170,1
O60812,Q96K80,1
Q07955,Q7Z2W4,1
O15047,Q9UPT8,0
Q96J87,Q9H361,0
P84103,Q08170,1
Q13243,Q9BYG3,1
P41214,Q53GL7,0
Q16600,Q9BRL6,0
Q6ZN04,Q9BRA0,0
Q05519,Q16600,0
O60812,Q96K80,1
Q07955,Q13243,1
Q13243,Q15397,1
Q7Z2W4,Q9BYG3,1
Q9H9Z2,Q9NXG2,1
Q08170,Q9Y2T7,1
Q05519,Q8WXF0,1
Q13243,Q96K80,1
P09012,Q8WVV9,0
Q6ZN04,Q9UNW9,0
Q08170,Q96K80,1
Q05519,Q8WXF0,1
O95218,Q8N6W0,0
Q07955,Q9BYG3,1
Q9BYG3,Q9GZT3,0
Q15397,Q7Z2W4,1
P84103,Q15397,1
Q15397,Q9BYG3,1
Q8NDT2,Q9UPN6,0
Q07955,Q13243,1
P47974,Q9BTD8,0
P60484,Q9UNW9,0
P48200,Q86V81,1
P21399,Q01130,0
P84103,Q92879,0
P09012,Q99973,0
P26651,Q8N5P1,0
Q7Z2W4,Q9BYG3,1
Q7Z2W4,Q9BYG3,1
Q14151,Q86SG3,0
Q9BWF3,Q9NWB1,0
Q86U42,Q9UPT8,0
Q9H9Z2,Q9NXG2,1
Q7Z2W4,Q96K80,1
P09012,P63162,1
Q05519,Q8WXF0,1
O95758,Q13242,0
Q05519,Q8WXF0,1
Q08170,Q9Y2T7,1
P08621,P63162,1
Q07955,Q13242,0
O60812,O75152,1
P98179,Q14493,0
P41214,Q07955,0
Q15397,Q9BWF3,1
Q9BX46,Q9NWB1,0
Q05519,Q08170,1
Q07955,Q13243,1
Q05519,Q08170,1
Q13117,Q9BTD8,0
O95319,Q5SZQ8,0
Q8N6W0,Q8NDT2,0
P84103,Q8WXF0,1
Q7Z2W4,Q9H9Z2,1
Q86U06,Q9NWB1,0
O75152,Q14151,1
P0DJD3,Q8N5P1,0
O95104,P52597,0
O15541,O75152,0
P26368,Q969L4,0
Q13064,Q13242,0
Q08170,Q13243,1
Q05519,Q8WXF0,1
Q07955,Q9BZC1,0
P79522,Q8N5P1,1
Q05519,Q13242,1
P79522,Q7Z2W4,1
P08621,P09012,1
Q15397,Q9H9Z2,1
P48200,Q9H9Z2,1
P79522,Q7Z2W4,1
Q13247,Q460N5,0
Q15397,Q9H9Z2,1
Q9UPN6,Q9UPT8,0
Q13243,Q7Z2W4,1
Q13243,Q96K80,1
P08621,Q8WXF0,1
Q86U06,Q969L4,0
Q8N5P1,Q9Y2T7,1
P09012,P63162,1
Q9BYG3,Q9H9Z2,1
P84103,Q08170,1
O60812,O75152,1
Q96PK6,Q9H0L4,0
Q9BYG3,Q9H9Z2,1
O14979,Q86U06,0
Q14151,Q9H9Z2,0
Q8WVV9,Q9UPN6,0
P08621,Q8WXF0,1
P98179,Q9BTD8,0
O43251,Q96QC0,0
P60484,Q8N6W0,0
Q13243,Q9BYG3,1
Q13242,Q9GZT3,0
Q8WXF0,Q9H9Z2,1
O15042,Q7Z2T5,0
Q13243,Q15397,1
P48200,Q86V81,1
Q15397,Q96J87,0
Q99973,Q9UPT8,0
O15042,O43251,0
Q08170,Q14493,0
Q05519,Q8WXF0,1
Q9H9Z2,Q9NXG2,1
Q13243,Q9NQZ3,0
O15047,Q5SZQ8,0
O15504,P52597,0
P0DJD3,P10155,0
Q92945,Q9NQS3,0
O15504,P09012,0
O60812,O75152,1
Q8WXF0,Q9H9Z2,1
Q9BYG3,Q9H9Z2,1
Q8N5P1,Q9Y2T7,1
O15504,Q9BZC1,0
Q07955,Q13243,1
P48200,Q86V81,1
Q8N6W0,Q9Y4F3,0
Q13243,Q15397,1
P0DJD3,Q96J87,0
Q08170,Q9Y2T7,1
Q15397,Q9BWF3,1
P08621,Q8WXF0,1
Q13243,Q15397,1
O75494,P26368,0
Q08170,Q9Y2T7,1
P09651,Q96J87,0
P04406,P0DJD3,0
Q08170,Q96K80,1
Q07955,Q8IX01,0
O75152,Q14151,1
Q13243,Q96K80,1
Q8N5P1,Q9Y2T7,1
O75494,Q8IWZ8,0
Q13243,Q9BYG3,1
Q07955,Q13243,1
Q07955,Q15397,1
P04406,Q96J87,0
O43251,Q96K80,0
Q8N5P1,Q9H9Z2,1
Q9BRL6,Q9NR90,0
Q13243,Q96K80,1
O75152,P84103,1
O60812,Q96K80,1
P08621,Q8WXF0,1
P09651,Q08170,0
O95758,Q9BZC1,0
O14979,Q7Z2W4,0
P10155,P84103,1
O15047,Q96J87,0
Q8N5P1,Q9UPN6,0
Q4VXU2,Q86U06,0
O15047,P26651,0
Q07955,Q13243,1
Q07955,Q7Z2W4,1
Q8N6W0,Q969L4,0
Q9H0J9,Q9UPT8,0
Q92945,Q9NR90,0
Q15397,Q9H9Z2,1
Q12872,Q9NWB1,0
P57052,Q96QC0,0
Q07955,Q8N5P1,1
O43251,Q13247,0
Q14493,Q99973,0
O60812,Q96K80,1
Q6ZN04,Q96K80,0
Q15397,Q7Z2W4,1
O75494,Q5SZQ8,0
P84103,Q15397,1
Q7Z2W4,Q9BZC1,0
